obs,Sample_id,SampleDate,ReportDate,P2,Grower,Field,Y,X,attribute,measure
269,20,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.955264,Ph,6.5
270,21,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.955264,Ph,5.4
271,22,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956161,Ph,6.8
272,23,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725422,43.956161,Ph,6.3
273,24,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.956143,Ph,5.6
274,25,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727963,43.956179,Ph,6.9
275,26,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727988,43.956986,Ph,6.9
276,27,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.956986,Ph,6.7
277,28,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.957039,Ph,6.9
278,29,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956986,Ph,6.2
279,42,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.953327,Ph,6.6
280,43,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.953327,Ph,6.7
281,44,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.953327,Ph,5.9
282,9,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727864,43.95252,Ph,6.4
283,1,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.951641,Ph,6.4
284,2,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.950709,Ph,5.8
285,3,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727888,43.950727,Ph,6.1
286,4,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.951641,Ph,6.3
287,5,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726743,43.951624,Ph,6.7
288,6,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.952502,Ph,6.8
289,7,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.952502,Ph,5.5
290,8,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.95252,Ph,6.6
291,30,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.950691,Ph,6.7
292,31,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721711,43.950727,Ph,6.7
293,32,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.950709,Ph,6.2
294,33,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.951641,Ph,6.1
295,34,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.951624,Ph,6.8
296,35,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72049,43.951624,Ph,6.8
297,36,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719245,43.951624,Ph,6.2
298,37,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.952502,Ph,6.8
299,38,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72039,43.952502,Ph,6.8
300,39,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721736,43.952502,Ph,6.8
301,40,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.952502,Ph,6.9
302,45,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719145,43.950691,Ph,6.6
303,46,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.951677,Ph,6.5
304,41,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.953327,Ph,6.1
305,1,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715079,44.001031,Bph,7.2
306,2,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716077,44.001391,Bph,7.2
307,3,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717587,44.001059,Bph,7.2
308,4,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717699,44.001909,Bph,7
309,5,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716624,44.002105,Bph,6.6
310,6,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715059,44.001936,Bph,7
311,7,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713805,44.001922,Bph,7.1
312,8,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713972,44.00264,Bph,6.9
313,9,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715039,44.002841,Bph,6.9
314,10,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716294,44.002855,Bph,7.1
315,11,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717385,44.003141,Bph,7
316,12,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716274,44.00376,Bph,6.9
317,13,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715106,44.003974,Bph,7.2
318,14,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713939,44.003573,Bph,7.2
319,15,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717323,44.004169,Bph,7.2
320,16,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713937,44.004847,Bph,7.1
321,17,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715969,44.00454,Bph,7.1
322,18,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717436,44.004981,Bph,6.8
323,19,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717464,44.006085,Bph,7.1
324,21,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714748,44.005403,Bph,6.7
325,22,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713944,44.005743,Bph,7.1
326,23,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714413,44.006418,Bph,6.9
327,24,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715524,44.00643,Bph,7.2
328,25,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716721,44.007198,Bph,7.2
329,26,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715544,44.00727,Bph,7.3
330,27,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714043,44.007149,Bph,7.3
331,28,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713809,44.001158,Bph,7.3
332,20,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716563,44.005518,Bph,7.2
333,21,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789544,43.993098,Bph,6.8
334,22,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789501,43.9926,Bph,6.8
335,27,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789415,43.986972,Bph,7
336,5,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.793132,43.992454,Bph,6.7
337,6,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.792942,43.993183,Bph,6.9
338,8,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791453,43.990199,Bph,6.9
339,9,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791117,43.989561,Bph,6.5
340,10,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791278,43.988939,Bph,6.5
341,11,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791485,43.988026,Bph,6.7
342,12,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791651,43.987113,Bph,7
343,13,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790426,43.986993,Bph,7
344,14,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79048,43.987656,Bph,6.9
345,15,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790527,43.98863,Bph,7
346,16,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789865,43.98947,Bph,6.9
347,17,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79043,43.9901,Bph,6.9
348,18,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790678,43.991096,Bph,7.1
349,19,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790759,43.992419,Bph,6.9
350,20,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791025,43.993192,Bph,6.8
351,23,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.78936,43.990273,Bph,6.8
352,24,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788906,43.989509,Bph,6.6
353,25,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788962,43.98871,Bph,6.9
354,26,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789561,43.987705,Bph,7
355,29,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789559,43.991084,Bph,6.7
356,1,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.795423,43.992537,Bph,6.7
357,2,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794859,43.993213,Bph,6.9
358,3,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794072,43.992681,Bph,6.8
359,4,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794252,43.991797,Bph,6.4
360,28,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.796501,43.99326,Bph,6.9
361,7,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791593,43.992593,Bph,6.9
362,41,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.797858,44.041203,Bph,6.9
363,42,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795701,44.040519,Bph,7.3
364,46,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794507,44.039956,Bph,7
365,45,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790539,44.039106,Bph,6.2
366,47,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789406,44.03939,Bph,7
367,19,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796546,44.042351,Bph,7.3
368,1,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794191,44.043868,Bph,7.2
369,17,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794509,44.043223,Bph,6.9
370,18,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79787,44.04228,Bph,6.9
371,20,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795191,44.042227,Bph,7.2
372,21,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793774,44.041882,Bph,7.1
373,22,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793374,44.042354,Bph,6.8
374,38,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794446,44.040494,Bph,6.7
375,39,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795601,44.04124,Bph,6.7
376,34,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7894,44.040929,Bph,7.1
377,48,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787318,44.040334,Bph,6.8
378,2,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79294,44.043647,Bph,7.2
379,3,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791681,44.043841,Bph,7.3
380,4,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790426,44.043828,Bph,7.3
381,5,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789361,44.043621,Bph,7.2
382,14,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789307,44.042996,Bph,7
383,15,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790425,44.043033,Bph,7
384,16,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793154,44.043111,Bph,6.9
385,23,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791611,44.042262,Bph,6.8
386,24,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790729,44.042277,Bph,6.9
387,25,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789325,44.042079,Bph,7.1
388,35,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79065,44.041175,Bph,6.8
389,36,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791528,44.041356,Bph,6.7
390,37,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793113,44.041018,Bph,6.8
391,43,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.792411,44.040423,Bph,7
392,44,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7899,44.040482,Bph,6.6
393,49,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791575,44.043216,Bph,6.8
394,31,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785745,44.041331,Bph,6.8
395,6,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787815,44.043763,Bph,7.2
396,7,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786711,44.043849,Bph,7.3
397,8,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785712,44.043741,Bph,7.3
398,9,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784476,44.043642,Bph,7.2
399,10,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784437,44.043066,Bph,6.8
400,11,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785492,44.042882,Bph,6.8
401,12,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.78642,44.043149,Bph,6.8
402,13,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787748,44.042894,Bph,6.9
403,26,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787836,44.041928,Bph,7
404,27,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786688,44.041647,Bph,6.8
405,28,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785438,44.042245,Bph,6.8
406,29,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784606,44.042261,Bph,7
407,30,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784361,44.040973,Bph,7
408,32,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786437,44.040678,Bph,7
409,33,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787549,44.04102,Bph,6.6
410,40,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796675,44.041007,Bph,6.7
411,10,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727839,43.953417,Bph,6.4
412,11,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726718,43.953417,Bph,6.8
413,12,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725547,43.953435,Bph,6.9
414,13,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.953435,Bph,6.7
415,14,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724252,43.954331,Bph,6.8
416,15,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.954385,Bph,6.9
417,16,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.954385,Bph,6.8
418,17,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.954385,Bph,7
419,18,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.9553,Bph,7
420,19,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726792,43.955264,Bph,7
421,20,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.955264,Bph,6.7
422,21,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.955264,Bph,6.3
423,22,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956161,Bph,7
424,23,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725422,43.956161,Bph,6.7
425,24,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.956143,Bph,6.3
426,25,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727963,43.956179,Bph,7
427,26,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727988,43.956986,Bph,7.1
428,27,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.956986,Bph,7
429,28,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.957039,Bph,7
430,29,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956986,Bph,6.8
431,42,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.953327,Bph,6.9
432,43,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.953327,Bph,6.9
433,44,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.953327,Bph,6.5
434,9,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727864,43.95252,Bph,6.8
435,1,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.951641,Bph,6.8
436,2,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.950709,Bph,6.7
437,3,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727888,43.950727,Bph,6.8
438,4,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.951641,Bph,6.8
439,5,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726743,43.951624,Bph,6.9
440,6,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.952502,Bph,7
441,7,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.952502,Bph,6.4
442,8,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.95252,Bph,6.9
443,30,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.950691,Bph,7
444,31,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721711,43.950727,Bph,7
445,32,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.950709,Bph,6.7
446,33,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.951641,Bph,6.5
447,34,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.951624,Bph,7
448,35,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72049,43.951624,Bph,7
449,36,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719245,43.951624,Bph,6.7
450,37,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.952502,Bph,7
451,38,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72039,43.952502,Bph,7
452,39,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721736,43.952502,Bph,7
453,40,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.952502,Bph,7.1
454,45,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719145,43.950691,Bph,7
455,46,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.951677,Bph,6.8
456,41,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.953327,Bph,6.6
457,1,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715079,44.001031,No3,0
458,2,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716077,44.001391,No3,0
459,3,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717587,44.001059,No3,0
460,4,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717699,44.001909,No3,0
461,5,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716624,44.002105,No3,0
462,6,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715059,44.001936,No3,0
463,7,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713805,44.001922,No3,0
464,8,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713972,44.00264,No3,0
465,9,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715039,44.002841,No3,0
466,10,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716294,44.002855,No3,0
467,11,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717385,44.003141,No3,0
468,12,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716274,44.00376,No3,0
469,13,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715106,44.003974,No3,0
470,14,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713939,44.003573,No3,0
471,15,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717323,44.004169,No3,0
472,16,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713937,44.004847,No3,0
473,17,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715969,44.00454,No3,0
474,18,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717436,44.004981,No3,0
475,19,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717464,44.006085,No3,0
476,21,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714748,44.005403,No3,0
477,22,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713944,44.005743,No3,0
478,23,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714413,44.006418,No3,0
479,24,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715524,44.00643,No3,0
480,25,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716721,44.007198,No3,0
481,26,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715544,44.00727,No3,0
482,27,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714043,44.007149,No3,0
483,28,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713809,44.001158,No3,0
484,20,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716563,44.005518,No3,0
485,21,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789544,43.993098,No3,0
486,22,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789501,43.9926,No3,0
487,27,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789415,43.986972,No3,0
488,5,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.793132,43.992454,No3,0
489,6,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.792942,43.993183,No3,0
490,8,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791453,43.990199,No3,0
491,9,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791117,43.989561,No3,0
492,10,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791278,43.988939,No3,0
493,11,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791485,43.988026,No3,0
494,12,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791651,43.987113,No3,0
495,13,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790426,43.986993,No3,0
496,14,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79048,43.987656,No3,0
497,15,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790527,43.98863,No3,0
498,16,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789865,43.98947,No3,0
499,17,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79043,43.9901,No3,0
500,18,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790678,43.991096,No3,0
501,19,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790759,43.992419,No3,0
502,20,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791025,43.993192,No3,0
503,23,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.78936,43.990273,No3,0
504,24,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788906,43.989509,No3,0
505,25,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788962,43.98871,No3,0
506,26,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789561,43.987705,No3,0
507,29,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789559,43.991084,No3,0
508,1,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.795423,43.992537,No3,0
509,2,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794859,43.993213,No3,0
510,3,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794072,43.992681,No3,0
511,4,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794252,43.991797,No3,0
512,28,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.796501,43.99326,No3,0
513,7,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791593,43.992593,No3,0
514,41,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.797858,44.041203,No3,0
515,42,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795701,44.040519,No3,0
516,46,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794507,44.039956,No3,0
517,45,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790539,44.039106,No3,0
518,47,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789406,44.03939,No3,0
519,19,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796546,44.042351,No3,0
520,1,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794191,44.043868,No3,0
521,17,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794509,44.043223,No3,0
522,18,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79787,44.04228,No3,0
523,20,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795191,44.042227,No3,0
524,21,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793774,44.041882,No3,0
525,22,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793374,44.042354,No3,0
526,38,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794446,44.040494,No3,0
527,39,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795601,44.04124,No3,0
528,34,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7894,44.040929,No3,0
529,48,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787318,44.040334,No3,0
530,2,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79294,44.043647,No3,0
531,3,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791681,44.043841,No3,0
532,4,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790426,44.043828,No3,0
533,5,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789361,44.043621,No3,0
534,14,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789307,44.042996,No3,0
535,15,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790425,44.043033,No3,0
536,16,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793154,44.043111,No3,0
537,23,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791611,44.042262,No3,0
538,24,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790729,44.042277,No3,0
539,25,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789325,44.042079,No3,0
